code_module,code_presentation,id_student,gender,age-band,imd-band,high-education,region,prev-attempts,studied-credits,disability,avg-score,final-result,withdrawl
FFF,2013J,58640,M,0-35,50-60%,A Level or Equivalent,Scotland,0,90,Y,67.5,Pass,0
FFF,2013J,63295,M,35-55,90-100%,HE Qualification,South Region,0,150,N,63.09090909,Pass,0
FFF,2013J,64388,M,0-35,60-70%,Lower Than A Level,East Midlands Region,0,120,N,64,Fail,0
FFF,2013J,66451,M,0-35,50-60%,A Level or Equivalent,Scotland,0,60,N,79,Pass,0
FFF,2013J,68107,F,0-35,50-60%,A Level or Equivalent,London Region,0,60,Y,88,Pass,0
FFF,2013J,69346,M,0-35,30-40%,A Level or Equivalent,London Region,0,90,N,87.66666667,Withdrawn,1
FFF,2013J,70495,M,0-35,50-60%,Lower Than A Level,Scotland,0,60,N,0,Pass,0
FFF,2013J,71252,M,0-35,0-10%,Lower Than A Level,North Western Region,0,60,Y,78.33333333,Pass,0
FFF,2013J,71897,M,0-35,40-50%,A Level or Equivalent,South East Region,0,120,N,0,Withdrawn,1
FFF,2013J,72864,F,35-55,10-20,Lower Than A Level,Yorkshire Region,2,60,N,79.66666667,Pass,0
FFF,2013J,77744,M,0-35,40-50%,A Level or Equivalent,North Western Region,0,60,N,83.08333333,Pass,0
FFF,2013J,77746,M,0-35,30-40%,A Level or Equivalent,Wales,0,60,N,74,Fail,0
FFF,2013J,79261,M,0-35,90-100%,A Level or Equivalent,South Region,0,90,N,85,Pass,0
FFF,2013J,81536,M,35-55,80-90%,Lower Than A Level,Scotland,1,60,N,68,Fail,0
FFF,2013J,86669,M,0-35,40-50%,A Level or Equivalent,East Midlands Region,1,220,N,84.16666667,Pass,0
FFF,2013J,87042,F,0-35,0-10%,Lower Than A Level,North Western Region,0,120,N,0,Withdrawn,1
FFF,2013J,88781,M,0-35,60-70%,A Level or Equivalent,South East Region,1,60,N,55.25,Fail,0
FFF,2013J,90901,M,35-55,20-30%,HE Qualification,South Region,0,120,N,89.33333333,Distinction,0
FFF,2013J,91629,M,0-35,20-30%,A Level or Equivalent,Wales,2,60,Y,76.66666667,Fail,0
FFF,2013J,95746,M,0-35,80-90%,A Level or Equivalent,East Anglian Region,1,60,N,83.18181818,Pass,0
FFF,2013J,100064,F,35-55,0-10%,A Level or Equivalent,West Midlands Region,0,60,N,89.33333333,Pass,0
FFF,2013J,100788,M,0-35,80-90%,HE Qualification,Scotland,1,60,N,0,Distinction,0
FFF,2013J,101217,M,35-55,40-50%,A Level or Equivalent,London Region,1,90,Y,41,Withdrawn,1
FFF,2013J,101420,M,0-35,30-40%,Lower Than A Level,Yorkshire Region,0,120,N,90.33333333,Pass,0
FFF,2013J,102028,M,35-55,90-100%,A Level or Equivalent,South Region,1,60,N,90.25,Distinction,0
FFF,2013J,102343,M,0-35,60-70%,A Level or Equivalent,East Anglian Region,0,60,N,79.25,Pass,0
FFF,2013J,104213,M,0-35,70-80%,A Level or Equivalent,South West Region,0,60,N,84.75,Distinction,0
FFF,2013J,105629,M,35-55,10-20,A Level or Equivalent,South East Region,0,60,N,87.33333333,Pass,0
FFF,2013J,106690,M,35-55,40-50%,A Level or Equivalent,South Region,0,120,Y,0,Withdrawn,1
FFF,2013J,107028,M,0-35,10-20,Lower Than A Level,East Midlands Region,0,90,N,0,Withdrawn,1
FFF,2013J,107084,M,35-55,0-10%,HE Qualification,London Region,0,200,N,60.54545455,Fail,0
FFF,2013J,110881,F,0-35,40-50%,A Level or Equivalent,East Anglian Region,0,60,N,0,Pass,0
FFF,2013J,111678,M,35-55,20-30%,Lower Than A Level,South West Region,0,60,N,0,Fail,0
FFF,2013J,112010,M,0-35,20-30%,HE Qualification,Scotland,2,270,Y,0,Withdrawn,1
FFF,2013J,113487,M,35-55,40-50%,Lower Than A Level,East Anglian Region,0,120,N,0,Withdrawn,1
FFF,2013J,113565,M,0-35,80-90%,A Level or Equivalent,Wales,0,180,N,83.83333333,Pass,0
FFF,2013J,114500,M,35-55,50-60%,Lower Than A Level,London Region,0,120,Y,51.58333333,Fail,0
FFF,2013J,116290,M,0-35,50-60%,A Level or Equivalent,South Region,1,120,N,84,Fail,0
FFF,2013J,116499,M,35-55,50-60%,Lower Than A Level,Scotland,0,60,N,0,Fail,0
FFF,2013J,116529,M,0-35,30-40%,Lower Than A Level,West Midlands Region,0,120,N,88,Withdrawn,1
FFF,2013J,116631,M,0-35,30-40%,Lower Than A Level,West Midlands Region,1,150,N,68,Withdrawn,1
FFF,2013J,116808,M,55<=,80-90%,HE Qualification,Scotland,0,60,N,95.41666667,Distinction,0
FFF,2013J,117232,M,0-35,20-30%,A Level or Equivalent,Ireland,0,90,N,0,Pass,0
FFF,2013J,118050,M,0-35,60-70%,Lower Than A Level,East Anglian Region,0,90,N,74.81818182,Pass,0
FFF,2013J,118176,M,0-35,0-10%,Lower Than A Level,North Region,0,60,N,0,Withdrawn,1
FFF,2013J,124379,F,0-35,40-50%,A Level or Equivalent,Wales,1,90,N,0,Fail,0
FFF,2013J,126074,M,35-55,0-10%,Lower Than A Level,West Midlands Region,0,120,N,0,Withdrawn,1
FFF,2013J,127642,F,35-55,20-30%,A Level or Equivalent,Yorkshire Region,1,120,N,85.58333333,Pass,0
FFF,2013J,128723,F,0-35,70-80%,Lower Than A Level,West Midlands Region,0,120,N,0,Withdrawn,1
FFF,2013J,130658,M,55<=,60-70%,A Level or Equivalent,South West Region,0,60,N,69.90909091,Pass,0
FFF,2013J,132453,M,0-35,90-100%,A Level or Equivalent,East Midlands Region,0,60,N,68.5,Pass,0
FFF,2013J,133019,M,0-35,30-40%,Lower Than A Level,Wales,0,60,N,80.91666667,Pass,0
FFF,2013J,133185,M,0-35,50-60%,A Level or Equivalent,East Anglian Region,0,120,N,82.33333333,Pass,0
FFF,2013J,133718,M,0-35,30-40%,Lower Than A Level,North Western Region,0,60,N,69,Fail,0
FFF,2013J,134847,M,0-35,30-40%,HE Qualification,Scotland,0,120,N,89.5,Withdrawn,1
FFF,2013J,136894,M,0-35,40-50%,A Level or Equivalent,West Midlands Region,0,90,Y,67.18181818,Pass,0
FFF,2013J,137903,M,35-55,90-100%,Lower Than A Level,South East Region,1,60,N,72.5,Pass,0
FFF,2013J,139190,M,0-35,50-60%,Lower Than A Level,East Midlands Region,0,150,N,86.08333333,Withdrawn,1
FFF,2013J,139278,M,35-55,0-10%,Lower Than A Level,Yorkshire Region,0,60,N,87,Fail,0
FFF,2013J,139701,M,0-35,40-50%,Lower Than A Level,London Region,1,90,N,88.33333333,Fail,0
FFF,2013J,141648,F,0-35,60-70%,A Level or Equivalent,South Region,0,120,N,85.16666667,Pass,0
FFF,2013J,143752,F,35-55,,Post Graduate Qualification,North Region,0,120,N,0,Withdrawn,1
FFF,2013J,144562,M,0-35,10-20,Lower Than A Level,Wales,0,90,N,75.25,Fail,0
FFF,2013J,144959,M,0-35,90-100%,A Level or Equivalent,Ireland,0,120,N,75,Withdrawn,1
FFF,2013J,146738,M,0-35,40-50%,A Level or Equivalent,East Anglian Region,0,60,N,85.58333333,Distinction,0
FFF,2013J,148328,M,35-55,60-70%,HE Qualification,Wales,0,90,N,85.66666667,Withdrawn,1
FFF,2013J,148931,M,35-55,70-80%,Lower Than A Level,South East Region,0,60,N,0,Withdrawn,1
FFF,2013J,150121,M,35-55,20-30%,Lower Than A Level,East Midlands Region,3,210,Y,50,Withdrawn,1
FFF,2013J,152037,M,0-35,70-80%,Lower Than A Level,North Western Region,0,60,N,0,Withdrawn,1
FFF,2013J,152587,F,35-55,40-50%,Lower Than A Level,South Region,1,90,N,82.41666667,Pass,0
FFF,2013J,152887,M,0-35,,Lower Than A Level,West Midlands Region,0,60,N,76,Withdrawn,1
FFF,2013J,154057,M,0-35,0-10%,Lower Than A Level,South West Region,0,90,N,74.75,Fail,0
FFF,2013J,154059,M,0-35,60-70%,A Level or Equivalent,East Anglian Region,0,180,N,58.83333333,Pass,0
FFF,2013J,154191,M,35-55,30-40%,Lower Than A Level,Scotland,0,60,N,88.58333333,Distinction,0
FFF,2013J,155298,M,0-35,90-100%,A Level or Equivalent,South Region,0,60,N,0,Pass,0
FFF,2013J,156171,M,0-35,60-70%,A Level or Equivalent,South West Region,0,60,N,76.91666667,Pass,0
FFF,2013J,156755,M,35-55,20-30%,HE Qualification,West Midlands Region,0,120,N,0,Withdrawn,1
FFF,2013J,157647,M,0-35,0-10%,Lower Than A Level,South East Region,0,150,N,0,Fail,0
FFF,2013J,160310,F,35-55,40-50%,Lower Than A Level,Scotland,1,60,N,51.63636364,Fail,0
FFF,2013J,160720,M,0-35,0-10%,Lower Than A Level,Wales,1,90,N,0,Withdrawn,1
FFF,2013J,160934,M,0-35,30-40%,Lower Than A Level,Wales,0,120,N,66,Fail,0
FFF,2013J,160946,M,0-35,90-100%,HE Qualification,South Region,0,60,N,85.41666667,Pass,0
FFF,2013J,162809,M,0-35,70-80%,A Level or Equivalent,Yorkshire Region,0,60,N,82.41666667,Pass,0
FFF,2013J,163120,M,35-55,60-70%,A Level or Equivalent,Scotland,0,60,N,81.16666667,Pass,0
FFF,2013J,168229,M,35-55,70-80%,A Level or Equivalent,North Western Region,0,90,N,93.75,Distinction,0
FFF,2013J,169908,M,0-35,50-60%,A Level or Equivalent,Yorkshire Region,0,60,N,71,Fail,0
FFF,2013J,170030,M,0-35,20-30%,HE Qualification,Wales,0,60,N,0,Pass,0
FFF,2013J,170943,M,0-35,60-70%,A Level or Equivalent,London Region,1,150,N,81.33333333,Pass,0
FFF,2013J,171304,M,0-35,0-10%,Lower Than A Level,Wales,0,60,N,54.33333333,Fail,0
FFF,2013J,171549,M,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,120,N,80.83333333,Withdrawn,1
FFF,2013J,171692,F,0-35,0-10%,A Level or Equivalent,Wales,0,90,N,52.66666667,Fail,0
FFF,2013J,173412,M,0-35,20-30%,HE Qualification,North Region,0,60,N,85.42857143,Withdrawn,1
FFF,2013J,174468,M,0-35,70-80%,Lower Than A Level,East Anglian Region,1,60,N,0,Fail,0
FFF,2013J,175453,M,0-35,30-40%,HE Qualification,Scotland,0,60,N,71,Pass,0
FFF,2013J,177568,M,0-35,80-90%,A Level or Equivalent,South Region,2,60,N,85.75,Pass,0
FFF,2013J,178118,M,0-35,40-50%,A Level or Equivalent,South Region,0,120,N,66,Fail,0
FFF,2013J,178258,F,35-55,10-20,HE Qualification,West Midlands Region,0,270,N,0,Withdrawn,1
FFF,2013J,180974,M,35-55,40-50%,A Level or Equivalent,South West Region,0,120,N,77.23529412,Withdrawn,1
FFF,2013J,184473,M,0-35,50-60%,A Level or Equivalent,Scotland,0,60,N,71,Pass,0
FFF,2013J,184627,F,35-55,0-10%,HE Qualification,London Region,3,90,N,32,Withdrawn,1
FFF,2013J,184720,M,0-35,10-20,Lower Than A Level,Wales,2,90,N,71.25,Withdrawn,1
FFF,2013J,184925,M,35-55,10-20,Lower Than A Level,East Midlands Region,0,60,N,0,Withdrawn,1
FFF,2013J,187199,M,0-35,20-30%,Lower Than A Level,North Region,0,60,N,77.08333333,Pass,0
FFF,2013J,188524,F,0-35,0-10%,Lower Than A Level,West Midlands Region,2,60,N,41,Withdrawn,1
FFF,2013J,190910,M,0-35,30-40%,A Level or Equivalent,North Western Region,0,120,N,73,Fail,0
FFF,2013J,192680,M,0-35,30-40%,Lower Than A Level,South West Region,0,90,N,86.41666667,Pass,0
FFF,2013J,198691,M,0-35,30-40%,Lower Than A Level,West Midlands Region,0,60,N,14,Fail,0
FFF,2013J,199361,M,0-35,40-50%,Lower Than A Level,North Western Region,0,60,N,0,Fail,0
FFF,2013J,200278,M,0-35,40-50%,A Level or Equivalent,East Anglian Region,0,120,N,40,Withdrawn,1
FFF,2013J,202713,F,0-35,20-30%,Lower Than A Level,London Region,1,60,Y,69,Fail,0
FFF,2013J,206342,M,35-55,80-90%,A Level or Equivalent,South Region,1,60,N,59,Fail,0
FFF,2013J,206599,M,0-35,90-100%,A Level or Equivalent,South West Region,0,90,N,0,Fail,0
FFF,2013J,227254,M,0-35,10-20,Lower Than A Level,Wales,0,120,N,0,Fail,0
FFF,2013J,228695,M,0-35,40-50%,A Level or Equivalent,East Midlands Region,0,120,N,0,Withdrawn,1
FFF,2013J,229191,M,35-55,10-20,A Level or Equivalent,London Region,0,120,N,0,Withdrawn,1
FFF,2013J,229417,M,0-35,20-30%,Lower Than A Level,North Western Region,0,60,N,58,Fail,0
FFF,2013J,231024,M,35-55,80-90%,Lower Than A Level,South Region,0,60,Y,65.66666667,Pass,0
FFF,2013J,231320,M,0-35,0-10%,Lower Than A Level,Yorkshire Region,0,150,N,94,Withdrawn,1
FFF,2013J,231606,M,35-55,60-70%,Lower Than A Level,Wales,0,60,N,69.08333333,Fail,0
FFF,2013J,232347,M,0-35,60-70%,A Level or Equivalent,South Region,0,180,N,77.91666667,Pass,0
FFF,2013J,232660,F,0-35,80-90%,A Level or Equivalent,East Anglian Region,0,60,N,85.75,Distinction,0
FFF,2013J,232764,F,0-35,60-70%,A Level or Equivalent,West Midlands Region,1,150,N,67.4,Withdrawn,1
FFF,2013J,232856,M,35-55,80-90%,Lower Than A Level,East Anglian Region,0,60,N,89.83333333,Distinction,0
FFF,2013J,233087,M,0-35,80-90%,A Level or Equivalent,East Midlands Region,0,90,Y,91.66666667,Distinction,0
FFF,2013J,234004,M,0-35,50-60%,A Level or Equivalent,Yorkshire Region,0,60,N,0,Fail,0
FFF,2013J,234068,M,35-55,80-90%,Lower Than A Level,East Anglian Region,0,90,N,70,Fail,0
FFF,2013J,235131,F,0-35,0-10%,HE Qualification,Yorkshire Region,2,120,N,73.75,Withdrawn,1
FFF,2013J,235670,M,35-55,80-90%,Lower Than A Level,London Region,0,90,N,83.66666667,Pass,0
FFF,2013J,235706,M,0-35,20-30%,Lower Than A Level,West Midlands Region,1,60,N,91,Fail,0
FFF,2013J,235978,M,35-55,60-70%,A Level or Equivalent,London Region,0,90,N,86.91666667,Pass,0
FFF,2013J,236150,F,35-55,80-90%,HE Qualification,Wales,0,120,N,0,Withdrawn,1
FFF,2013J,237387,F,0-35,30-40%,HE Qualification,East Anglian Region,0,60,N,86.6,Withdrawn,1
FFF,2013J,238150,M,35-55,80-90%,A Level or Equivalent,Scotland,0,60,N,90.16666667,Pass,0
FFF,2013J,241039,M,35-55,40-50%,Lower Than A Level,West Midlands Region,0,60,N,80.33333333,Pass,0
FFF,2013J,241792,M,35-55,50-60%,A Level or Equivalent,South Region,0,90,N,0,Withdrawn,1
FFF,2013J,242491,M,0-35,0-10%,A Level or Equivalent,East Midlands Region,1,120,Y,93,Distinction,0
FFF,2013J,243351,M,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,90,N,0,Withdrawn,1
FFF,2013J,243396,M,0-35,80-90%,Lower Than A Level,North Western Region,0,120,N,54,Fail,0
FFF,2013J,244205,M,35-55,60-70%,A Level or Equivalent,North Western Region,0,60,N,81.72727273,Pass,0
FFF,2013J,245283,M,35-55,0-10%,A Level or Equivalent,London Region,0,120,N,80.5,Pass,0
FFF,2013J,248882,M,35-55,20-30%,HE Qualification,London Region,0,60,N,83.58333333,Pass,0
FFF,2013J,249750,F,0-35,10-20,HE Qualification,Scotland,0,90,N,79.91666667,Pass,0
FFF,2013J,251405,M,0-35,50-60%,A Level or Equivalent,South West Region,1,60,N,80.91666667,Pass,0
FFF,2013J,251965,M,0-35,30-40%,A Level or Equivalent,London Region,0,120,N,71,Fail,0
FFF,2013J,253516,M,0-35,10-20,Lower Than A Level,Yorkshire Region,0,60,Y,0,Fail,0
FFF,2013J,253767,M,0-35,90-100%,A Level or Equivalent,South East Region,0,270,N,65.5,Pass,0
FFF,2013J,254446,M,35-55,60-70%,A Level or Equivalent,East Anglian Region,0,60,N,81,Pass,0
FFF,2013J,255310,M,0-35,80-90%,HE Qualification,East Midlands Region,0,90,N,0,Pass,0
FFF,2013J,256905,M,0-35,30-40%,Lower Than A Level,North Region,0,120,N,44,Fail,0
FFF,2013J,257887,M,0-35,,HE Qualification,Ireland,0,60,N,0,Pass,0
FFF,2013J,257970,M,0-35,90-100%,Lower Than A Level,East Midlands Region,1,60,N,0,Withdrawn,1
FFF,2013J,259609,M,0-35,20-30%,Lower Than A Level,East Midlands Region,2,180,Y,0,Withdrawn,1
FFF,2013J,261205,M,35-55,0-10%,Lower Than A Level,North Region,1,60,N,34,Fail,0
FFF,2013J,261525,M,0-35,40-50%,Lower Than A Level,South East Region,2,120,N,77,Withdrawn,1
FFF,2013J,262403,F,0-35,60-70%,A Level or Equivalent,South Region,0,120,N,62.91666667,Pass,0
FFF,2013J,264164,M,35-55,60-70%,A Level or Equivalent,Scotland,0,60,N,90.16666667,Distinction,0
FFF,2013J,264924,M,0-35,40-50%,A Level or Equivalent,South Region,0,120,N,0,Withdrawn,1
FFF,2013J,265268,M,0-35,60-70%,Lower Than A Level,North Western Region,1,120,N,75.58333333,Pass,0
FFF,2013J,265978,M,35-55,,Lower Than A Level,North Region,0,60,N,79.5,Pass,0
FFF,2013J,268153,M,0-35,60-70%,A Level or Equivalent,North Western Region,0,90,N,75.08333333,Pass,0
FFF,2013J,268343,F,0-35,10-20,Lower Than A Level,East Midlands Region,0,60,N,0,Withdrawn,1
FFF,2013J,269245,M,35-55,10-20,HE Qualification,London Region,0,120,N,69,Withdrawn,1
FFF,2013J,269508,M,35-55,,HE Qualification,Ireland,0,60,N,92,Pass,0
FFF,2013J,271274,F,0-35,70-80%,Lower Than A Level,East Anglian Region,1,60,N,48,Fail,0
FFF,2013J,271702,M,0-35,20-30%,Lower Than A Level,West Midlands Region,0,120,N,0,Withdrawn,1
FFF,2013J,272623,M,0-35,0-10%,A Level or Equivalent,Yorkshire Region,0,120,N,72,Withdrawn,1
FFF,2013J,273442,M,0-35,,A Level or Equivalent,North Region,0,60,N,75.83333333,Pass,0
FFF,2013J,273782,M,35-55,90-100%,HE Qualification,Wales,0,60,N,89.25,Pass,0
FFF,2013J,274443,M,35-55,80-90%,Lower Than A Level,East Anglian Region,0,60,N,83,Fail,0
FFF,2013J,276388,M,0-35,20-30%,A Level or Equivalent,South East Region,0,60,N,65.91666667,Pass,0
FFF,2013J,276808,F,0-35,10-20,A Level or Equivalent,North Western Region,1,60,N,90.33333333,Pass,0
FFF,2013J,278955,M,0-35,30-40%,Lower Than A Level,East Midlands Region,0,60,N,80.33333333,Pass,0
FFF,2013J,279069,M,0-35,40-50%,Lower Than A Level,North Western Region,1,120,N,0,Withdrawn,1
FFF,2013J,279085,M,35-55,80-90%,HE Qualification,London Region,0,60,N,82.83333333,Pass,0
FFF,2013J,279750,M,35-55,60-70%,Lower Than A Level,Scotland,0,60,N,91.08333333,Pass,0
FFF,2013J,281638,F,0-35,20-30%,A Level or Equivalent,Ireland,0,90,N,83.75,Pass,0
FFF,2013J,282385,M,0-35,20-30%,HE Qualification,Scotland,0,60,N,0,Fail,0
FFF,2013J,282975,F,0-35,90-100%,A Level or Equivalent,London Region,0,60,N,84,Pass,0
FFF,2013J,283953,F,0-35,90-100%,A Level or Equivalent,London Region,0,60,N,87.83333333,Distinction,0
FFF,2013J,284036,M,0-35,20-30%,Lower Than A Level,South West Region,2,60,N,92.75,Fail,0
FFF,2013J,284395,M,35-55,30-40%,A Level or Equivalent,London Region,0,120,N,71.58333333,Withdrawn,1
FFF,2013J,284636,M,0-35,20-30%,Lower Than A Level,Scotland,0,60,N,0,Fail,0
FFF,2013J,284742,M,0-35,10-20,Lower Than A Level,East Midlands Region,0,60,N,0,Withdrawn,1
FFF,2013J,286442,M,35-55,50-60%,HE Qualification,Scotland,0,60,Y,0,Withdrawn,1
FFF,2013J,287079,M,0-35,40-50%,HE Qualification,London Region,1,60,N,58.28571429,Withdrawn,1
FFF,2013J,289221,F,0-35,80-90%,A Level or Equivalent,South Region,0,90,N,60.75,Pass,0
FFF,2013J,289304,M,35-55,0-10%,Lower Than A Level,Yorkshire Region,0,90,Y,74.5,Pass,0
FFF,2013J,289826,F,0-35,10-20,Lower Than A Level,Scotland,1,150,N,0,Withdrawn,1
FFF,2013J,290521,M,0-35,10-20,Lower Than A Level,London Region,0,120,N,73.66666667,Pass,0
FFF,2013J,291237,M,0-35,80-90%,A Level or Equivalent,Yorkshire Region,0,180,N,92.16666667,Distinction,0
FFF,2013J,291516,F,35-55,70-80%,Lower Than A Level,Yorkshire Region,2,60,N,79,Fail,0
FFF,2013J,291745,M,35-55,60-70%,A Level or Equivalent,Scotland,0,60,N,92.66666667,Distinction,0
FFF,2013J,293317,F,0-35,0-10%,A Level or Equivalent,West Midlands Region,0,60,N,72,Withdrawn,1
FFF,2013J,295255,M,0-35,,A Level or Equivalent,Ireland,0,60,N,55.91666667,Pass,0
FFF,2013J,296100,M,0-35,10-20,HE Qualification,London Region,0,150,N,0,Withdrawn,1
FFF,2013J,299281,M,0-35,,A Level or Equivalent,North Region,1,60,N,79,Pass,0
FFF,2013J,299886,F,35-55,20-30%,Lower Than A Level,Yorkshire Region,0,210,N,83.16666667,Pass,0
FFF,2013J,301128,M,0-35,30-40%,A Level or Equivalent,East Midlands Region,0,180,N,0,Withdrawn,1
FFF,2013J,302071,M,0-35,40-50%,Lower Than A Level,South East Region,0,90,Y,0,Fail,0
FFF,2013J,302566,M,35-55,40-50%,Lower Than A Level,South West Region,0,120,Y,55.75,Fail,0
FFF,2013J,303937,M,35-55,30-40%,Lower Than A Level,Wales,0,60,N,0,Fail,0
FFF,2013J,304240,M,0-35,80-90%,A Level or Equivalent,South East Region,0,90,N,82.33333333,Pass,0
FFF,2013J,304589,M,35-55,30-40%,A Level or Equivalent,West Midlands Region,0,120,N,95.08333333,Distinction,0
FFF,2013J,305858,F,0-35,70-80%,A Level or Equivalent,West Midlands Region,0,90,Y,80.75,Pass,0
FFF,2013J,307245,M,0-35,70-80%,Lower Than A Level,North Region,2,60,N,72.5,Fail,0
FFF,2013J,307676,M,0-35,30-40%,A Level or Equivalent,West Midlands Region,1,120,N,83.33333333,Fail,0
FFF,2013J,309150,M,0-35,70-80%,A Level or Equivalent,East Anglian Region,1,60,N,52.5,Withdrawn,1
FFF,2013J,309893,M,0-35,10-20,A Level or Equivalent,North Western Region,0,60,N,67.25,Pass,0
FFF,2013J,310646,M,0-35,10-20,Lower Than A Level,Yorkshire Region,0,90,N,83,Pass,0
FFF,2013J,310899,M,0-35,60-70%,A Level or Equivalent,South Region,0,60,N,0,Withdrawn,1
FFF,2013J,311151,M,35-55,,Lower Than A Level,North Region,2,60,N,38,Withdrawn,1
FFF,2013J,312760,M,0-35,30-40%,A Level or Equivalent,South West Region,0,120,N,75.54545455,Pass,0
FFF,2013J,313206,M,0-35,20-30%,Lower Than A Level,Wales,1,60,Y,59,Fail,0
FFF,2013J,313700,M,0-35,10-20,Lower Than A Level,Ireland,0,90,N,87,Fail,0
FFF,2013J,314776,M,0-35,30-40%,Lower Than A Level,East Anglian Region,0,60,N,79.5,Pass,0
FFF,2013J,315808,M,0-35,80-90%,A Level or Equivalent,South East Region,0,120,N,90.83333333,Distinction,0
FFF,2013J,316061,M,0-35,0-10%,Lower Than A Level,North Western Region,0,180,Y,76,Fail,0
FFF,2013J,316098,M,0-35,40-50%,A Level or Equivalent,South Region,1,60,N,83.41666667,Pass,0
FFF,2013J,316541,F,0-35,30-40%,HE Qualification,Scotland,0,120,N,88.25,Distinction,0
FFF,2013J,318627,M,35-55,90-100%,HE Qualification,East Midlands Region,0,60,N,88,Distinction,0
FFF,2013J,319578,M,35-55,10-20,Lower Than A Level,East Midlands Region,1,90,N,80.25,Pass,0
FFF,2013J,320437,M,0-35,20-30%,A Level or Equivalent,Wales,0,90,N,72.16666667,Pass,0
FFF,2013J,321486,F,0-35,20-30%,A Level or Equivalent,West Midlands Region,0,60,Y,92,Withdrawn,1
FFF,2013J,321969,F,35-55,20-30%,Lower Than A Level,Yorkshire Region,0,60,N,68,Withdrawn,1
FFF,2013J,323480,F,0-35,50-60%,HE Qualification,South Region,1,60,N,70.16666667,Pass,0
FFF,2013J,323984,M,0-35,70-80%,A Level or Equivalent,South West Region,1,60,N,70,Pass,0
FFF,2013J,324331,M,35-55,70-80%,Lower Than A Level,North Western Region,0,60,N,53.5,Withdrawn,1
FFF,2013J,324672,M,0-35,30-40%,Lower Than A Level,South Region,0,60,N,71.41666667,Fail,0
FFF,2013J,325368,M,35-55,80-90%,A Level or Equivalent,Scotland,3,90,N,94,Fail,0
FFF,2013J,325750,M,35-55,10-20,HE Qualification,Scotland,1,90,N,67.04545455,Withdrawn,1
FFF,2013J,326056,M,0-35,80-90%,Lower Than A Level,East Anglian Region,0,60,N,0,Withdrawn,1
FFF,2013J,329655,F,0-35,,Lower Than A Level,Ireland,1,90,N,66.25,Fail,0
FFF,2013J,330192,M,35-55,80-90%,Lower Than A Level,Scotland,0,60,N,70.08333333,Pass,0
FFF,2013J,330347,M,55<=,90-100%,HE Qualification,South Region,1,60,N,49.25,Fail,0
FFF,2013J,330669,F,0-35,60-70%,Lower Than A Level,Yorkshire Region,0,180,N,0,Withdrawn,1
FFF,2013J,330723,M,0-35,40-50%,A Level or Equivalent,Wales,1,60,N,28.75,Withdrawn,1
FFF,2013J,331039,M,0-35,60-70%,A Level or Equivalent,East Anglian Region,1,120,Y,65.09090909,Pass,0
FFF,2013J,331417,M,0-35,40-50%,A Level or Equivalent,Ireland,0,120,N,76.08333333,Pass,0
FFF,2013J,333710,M,0-35,50-60%,A Level or Equivalent,Ireland,1,90,N,79.75,Fail,0
FFF,2013J,334476,F,0-35,70-80%,A Level or Equivalent,London Region,0,60,N,77.16666667,Pass,0
FFF,2013J,334669,M,0-35,50-60%,A Level or Equivalent,East Midlands Region,0,120,N,73,Withdrawn,1
FFF,2013J,335476,M,0-35,30-40%,A Level or Equivalent,Wales,1,90,N,84.33333333,Pass,0
FFF,2013J,335562,M,0-35,0-10%,A Level or Equivalent,North Region,0,90,N,92.75,Pass,0
FFF,2013J,335582,M,35-55,90-100%,A Level or Equivalent,South East Region,0,120,N,90.83333333,Distinction,0
FFF,2013J,335644,M,35-55,90-100%,HE Qualification,South West Region,0,120,N,85.91666667,Fail,0
FFF,2013J,335726,F,0-35,90-100%,Lower Than A Level,North Western Region,1,60,N,93.75,Withdrawn,1
FFF,2013J,338536,M,0-35,60-70%,A Level or Equivalent,West Midlands Region,1,60,N,84.33333333,Pass,0
FFF,2013J,338806,M,0-35,70-80%,Lower Than A Level,North Region,2,90,N,57.58823529,Fail,0
FFF,2013J,338975,M,0-35,90-100%,A Level or Equivalent,East Anglian Region,0,150,N,83.5,Pass,0
FFF,2013J,339624,M,0-35,20-30%,A Level or Equivalent,London Region,0,120,N,0,Withdrawn,1
FFF,2013J,340647,F,35-55,80-90%,HE Qualification,South East Region,0,90,N,79.41666667,Pass,0
FFF,2013J,340751,F,0-35,30-40%,Lower Than A Level,South Region,0,90,N,92,Withdrawn,1
FFF,2013J,341096,M,35-55,50-60%,Lower Than A Level,South Region,0,120,N,62.08333333,Pass,0
FFF,2013J,341361,M,35-55,10-20,HE Qualification,London Region,0,60,N,0,Withdrawn,1
FFF,2013J,341470,F,35-55,60-70%,A Level or Equivalent,South East Region,0,120,N,69.5,Pass,0
FFF,2013J,341839,M,35-55,40-50%,Lower Than A Level,East Anglian Region,0,90,N,65,Withdrawn,1
FFF,2013J,342155,M,35-55,40-50%,Lower Than A Level,London Region,0,120,N,77.16666667,Pass,0
FFF,2013J,342208,M,0-35,30-40%,A Level or Equivalent,South West Region,0,120,Y,0,Withdrawn,1
FFF,2013J,342953,M,0-35,10-20,A Level or Equivalent,Wales,0,60,N,82.41666667,Pass,0
FFF,2013J,343419,F,0-35,20-30%,A Level or Equivalent,South East Region,0,60,N,89,Fail,0
